"def_count","def_total","def_ratio","op_count","op_total","op_ratio","sel_count","sel_total","sel_ratio","quant_count","quant_total","quant_ratio","mod_count","mod_total","mod_ratio","MP_total","MP_count","QMP_ratio","op_REV_count","op_REV_total","op_REV_ratio","sel_REV_count","sel_REV_total","sel_REV_ratio","quant_REV_count","quant_REV_total","quant_REV_ratio","mod_REV_count","mod_REV_total","mod_REV_ratio","MP_REV_count","MP_REV_total","QMP_REV_ratio","Rep_def_count","Rep_def_total","Rep_def_ratio","Rep_op_count","Rep_op_total","Rep_op_ratio","Rep_sel_count","Rep_sel_total","Rep_sel_ratio","Rep_quant_count","Rep_quant_total","Rep_quant_ratio","Rep_mod_count","Rep_mod_total","Rep_mod_ratio","Rep_MP_total","Rep_MP_count","Rep_QMP_ratio","Rep_op_REV_count","Rep_op_REV_total","Rep_op_REV_ratio","Rep_sel_REV_count","Rep_sel_REV_total","Rep_sel_REV_ratio","Rep_quant_REV_count","Rep_quant_REV_total","Rep_quant_REV_ratio","Rep_mod_REV_count","Rep_mod_REV_total","Rep_mod_REV_ratio","Rep_MP_REV_count","Rep_MP_REV_total","Rep_QMP_REV_ratio","many_labs_version"
0,1,0.993506493506494,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,8,0.203896103896104,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,1,1,0.00649350649350649,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,1,3,0.663494230769231,13,9,0.310197402597403,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,10,12,0.171028571428571,"1"
1,1,0.00649350649350649,3,5,0.401298701298701,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,7,0.302597402597403,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,1,1,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,2,4,0.5,14,11,0.21801038961039,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,12,12,0.00649350649350649,"1"
1,1,0.00649350649350649,2,5,0.598701298701299,0,4,0.993506493506494,2,2,0.00649350649350649,0,0,NA,12,5,0.582218181818182,3,5,0.401298701298701,1,3,0.664535064935065,3,3,0.00649350649350649,0,0,NA,8,12,0.335464935064935,1,1,0.00649350649350649,4,5,0.203896103896104,2,4,0.5,1,2,0.5,3,6,0.5,18,11,0.390342857142857,5,5,0.00649350649350649,2,4,0.5,2,3,0.335464935064935,3,4,0.255952380952381,13,17,0.238737662337662,"1"
1,1,0.00649350649350649,3,5,0.401298701298701,2,2,0.00649350649350649,1,1,0.00649350649350649,0,0,NA,9,7,0.225807792207792,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,1,1,0.00649350649350649,2,5,0.598701298701299,2,2,0.00649350649350649,2,2,0.00649350649350649,3,6,0.5,16,10,0.376623376623377,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,3,4,0.255952380952381,12,14,0.147537662337662,"1"
1,1,0.00649350649350649,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,2,5,0.598701298701299,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,7,10,0.302597402597403,1,1,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,1,1,0.00649350649350649,2,4,0.5,13,10,0.234296103896104,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,12,12,0.00649350649350649,"1"
1,1,0.00649350649350649,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,1,1,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,1,4,0.745192307692308,14,10,0.288483116883117,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,2,3,0.337269047619048,11,13,0.158296103896104,"1"
0,1,0.993506493506494,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,5,0.5,2,5,0.598701298701299,1,2,0.5,2,2,0.00649350649350649,0,0,NA,5,10,0.5,0,1,0.993506493506494,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,2,4,0.5,14,10,0.288483116883117,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,3,3,0.0119047619047619,12,13,0.0823948051948052,"1"
1,1,0.00649350649350649,3,5,0.401298701298701,2,2,0.00649350649350649,4,4,0.00649350649350649,0,0,NA,12,10,0.171028571428571,3,5,0.401298701298701,2,2,0.00649350649350649,3,4,0.253246753246753,0,0,NA,9,12,0.253246753246753,0,1,0.993506493506494,3,4,0.253246753246753,2,2,0.00649350649350649,2,2,0.00649350649350649,2,5,0.598076923076923,14,9,0.358955844155844,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,3,4,0.255952380952381,12,14,0.147537662337662,"1"
1,1,0.00649350649350649,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,8,0.203896103896104,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,10,0.00649350649350649,0,1,0.993506493506494,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,1,4,0.745192307692308,14,9,0.358955844155844,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,1,1,0.0119047619047619,9,11,0.185932467532468,"1"
0,1,0.993506493506494,5,5,0.00649350649350649,2,4,0.5,2,4,0.5,0,0,NA,14,9,0.358955844155844,5,5,0.00649350649350649,2,4,0.5,2,4,0.5,0,0,NA,9,14,0.358955844155844,0,1,0.993506493506494,4,5,0.203896103896104,2,4,0.5,3,4,0.253246753246753,2,4,0.5,18,11,0.390342857142857,5,5,0.00649350649350649,2,4,0.5,3,4,0.253246753246753,2,2,0.0119047619047619,12,16,0.253246753246753,"1"
1,1,0.00649350649350649,3,5,0.401298701298701,1,4,0.746753246753247,4,4,0.00649350649350649,0,6,0.928571428571429,20,9,0.549350649350649,5,5,0.00649350649350649,1,4,0.746753246753247,3,4,0.253246753246753,1,2,0.5,11,16,0.314935064935065,1,1,0.00649350649350649,4,5,0.203896103896104,2,4,0.5,3,4,0.253246753246753,2,4,0.5,18,12,0.335464935064935,5,5,0.00649350649350649,2,4,0.5,3,4,0.253246753246753,3,3,0.0119047619047619,14,17,0.180701298701299,"1"
1,1,0.00649350649350649,4,5,0.203896103896104,3,4,0.253246753246753,2,3,0.335464935064935,0,1,0.928571428571429,14,10,0.288483116883117,4,5,0.203896103896104,2,4,0.5,3,3,0.00649350649350649,0,0,NA,10,13,0.234296103896104,1,1,0.00649350649350649,2,5,0.598701298701299,1,4,0.746753246753247,1,4,0.746753246753247,1,4,0.745192307692308,18,6,0.664535064935065,4,5,0.203896103896104,2,4,0.5,1,2,0.5,2,2,0.0119047619047619,10,14,0.288483116883117,"1"
0,1,0.993506493506494,4,5,0.203896103896104,0,2,0.993506493506494,2,2,0.00649350649350649,0,0,NA,10,6,0.401298701298701,3,5,0.401298701298701,1,2,0.5,2,2,0.00649350649350649,0,0,NA,6,10,0.401298701298701,0,1,0.993506493506494,3,5,0.401298701298701,1,2,0.5,1,2,0.5,0,0,NA,10,5,0.5,5,5,0.00649350649350649,3,3,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,11,0.096212987012987,"1"
1,1,0.00649350649350649,4,5,0.203896103896104,0,2,0.993506493506494,4,4,0.00649350649350649,0,0,NA,12,9,0.253246753246753,3,5,0.401298701298701,2,3,0.335464935064935,4,4,0.00649350649350649,0,0,NA,10,13,0.234296103896104,1,1,0.00649350649350649,3,5,0.401298701298701,1,4,0.746753246753247,2,3,0.335464935064935,1,4,0.745192307692308,17,8,0.529018181818182,5,5,0.00649350649350649,3,4,0.253246753246753,3,4,0.253246753246753,0,0,NA,12,14,0.147537662337662,"1"
1,1,0.00649350649350649,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,8,0.203896103896104,3,5,0.401298701298701,2,2,0.00649350649350649,3,3,0.00649350649350649,0,0,NA,9,11,0.185932467532468,0,0,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,2,4,0.5,13,10,0.234296103896104,5,5,0.00649350649350649,2,2,0.00649350649350649,3,3,0.00649350649350649,4,4,0.0119047619047619,14,14,0.00649350649350649,"2"
0,1,0.993506493506494,4,5,0.203896103896104,0,4,0.993506493506494,4,4,0.00649350649350649,0,0,NA,14,8,0.429527272727273,4,5,0.203896103896104,1,4,0.746753246753247,4,4,0.00649350649350649,0,0,NA,9,14,0.358955844155844,0,1,0.993506493506494,5,5,0.00649350649350649,1,4,0.746753246753247,4,4,0.00649350649350649,0,0,NA,14,10,0.288483116883117,5,5,0.00649350649350649,2,4,0.5,4,4,0.00649350649350649,0,0,NA,11,14,0.21801038961039,"2"
0,1,0.993506493506494,3,5,0.401298701298701,3,4,0.253246753246753,2,3,0.335464935064935,2,4,0.5,17,10,0.412945454545455,3,5,0.401298701298701,4,4,0.00649350649350649,1,2,0.5,2,2,0.0625,10,14,0.288483116883117,1,1,0.00649350649350649,4,5,0.203896103896104,2,4,0.5,1,2,0.5,2,3,0.336505769230769,15,10,0.335464935064935,5,5,0.00649350649350649,2,4,0.5,2,3,0.335464935064935,2,2,0.0119047619047619,12,15,0.203896103896104,"2"
1,1,0.00649350649350649,4,5,0.203896103896104,4,4,0.00649350649350649,3,4,0.253246753246753,0,0,NA,14,12,0.147537662337662,4,5,0.203896103896104,4,4,0.00649350649350649,4,4,0.00649350649350649,0,0,NA,13,14,0.0769662337662338,0,1,0.993506493506494,3,5,0.401298701298701,1,4,0.746753246753247,2,4,0.5,2,5,0.598076923076923,19,8,0.577875324675325,5,5,0.00649350649350649,2,4,0.5,2,4,0.5,2,2,0.0119047619047619,11,16,0.314935064935065,"2"
1,1,0.00649350649350649,4,5,0.203896103896104,4,4,0.00649350649350649,3,4,0.253246753246753,0,0,NA,14,12,0.147537662337662,4,5,0.203896103896104,4,4,0.00649350649350649,4,4,0.00649350649350649,0,0,NA,13,14,0.0769662337662338,0,1,0.993506493506494,3,5,0.401298701298701,1,4,0.746753246753247,2,4,0.5,2,5,0.598076923076923,19,8,0.577875324675325,5,5,0.00649350649350649,2,4,0.5,2,4,0.5,2,2,0.0119047619047619,11,16,0.314935064935065,"2"
1,1,0.00649350649350649,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,8,0.203896103896104,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,"2"
1,1,0.00649350649350649,4,5,0.203896103896104,1,2,0.5,2,2,0.00649350649350649,0,0,NA,10,8,0.203896103896104,3,5,0.401298701298701,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,8,10,0.203896103896104,0,1,0.993506493506494,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,10,9,0.105194805194805,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,"2"
1,1,0.00649350649350649,5,5,0.00649350649350649,0,2,0.993506493506494,2,2,0.00649350649350649,0,2,0.928571428571429,12,8,0.335464935064935,5,5,0.00649350649350649,1,2,0.5,2,2,0.00649350649350649,0,0,NA,9,10,0.105194805194805,1,1,0.00649350649350649,4,5,0.203896103896104,2,2,0.00649350649350649,2,2,0.00649350649350649,4,6,0.336505769230769,16,13,0.191558441558442,5,5,0.00649350649350649,2,2,0.00649350649350649,2,2,0.00649350649350649,2,2,0.0119047619047619,12,12,0.00649350649350649,"2"
