"QMP_type","QMP_ratio","RepOrg"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.993506493506494,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Definition",0.00649350649350649,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.796103896103896,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.598701298701299,"Original"
"Operationalization",0.796103896103896,"Original"
"Operationalization",0.796103896103896,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.00649350649350649,"Original"
"Operationalization",0.401298701298701,"Original"
"Operationalization",0.203896103896104,"Original"
"Operationalization",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.664535064935065,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.335464935064935,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.664535064935065,"Original"
"Selection",0.664535064935065,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.5,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.5,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.746753246753247,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.5,"Original"
"Selection",0.253246753246753,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.335464935064935,"Original"
"Selection",0.00649350649350649,"Original"
"Selection",0.5,"Original"
"Selection",0.746753246753247,"Original"
